UCL_CODE_2016,UCL_NAME_2016,SOSR_CODE_2016,SOSR_NAME_2016,SOS_CODE_2016,SOS_NAME_2016,AREA_ALBERS_SQKM_2016,UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021,SOSR_NAME_2021,SOS_CODE_2021,SOS_NAME_2021,AREA_ALBERS_SQKM_2021,Reason for change
422015,Clarendon (L),422,200 to 499,42,Bounded Locality,0.567,422014,Clarendon (L),422,499 or less,42,Bounded Locality,0.567,
422016,Clayton Bay (L),422,200 to 499,42,Bounded Locality,2.9928,422015,Clayton Bay (L),422,499 or less,42,Bounded Locality,2.9928,
422017,Cobdogla (L),422,200 to 499,42,Bounded Locality,0.5115,422016,Cobdogla (L),422,499 or less,42,Bounded Locality,0.5115,
422018,Coobowie (L),422,200 to 499,42,Bounded Locality,0.7448,422017,Coobowie (L),422,499 or less,42,Bounded Locality,0.7448,
422019,Coonalpyn (L),422,200 to 499,42,Bounded Locality,1.4462,422018,Coonalpyn (L),422,499 or less,42,Bounded Locality,1.4462,
422021,Edithburgh (L),422,200 to 499,42,Bounded Locality,3.8175,422019,Edithburgh (L),422,499 or less,42,Bounded Locality,3.8175,
422022,Elliston (L),422,200 to 499,42,Bounded Locality,5.2971,422020,Elliston (L),422,499 or less,42,Bounded Locality,5.2971,
422023,Hawker (L),422,200 to 499,42,Bounded Locality,12.971,422021,Hawker (L),422,499 or less,42,Bounded Locality,12.971,
422025,Indulkana (L),422,200 to 499,42,Bounded Locality,10.187,422022,Indulkana (L),422,499 or less,42,Bounded Locality,10.187,
422026,Kalangadoo (L),422,200 to 499,42,Bounded Locality,1.1789,422023,Kalangadoo (L),422,499 or less,42,Bounded Locality,1.1789,
422027,Kaltjiti (Fregon) (L),422,200 to 499,42,Bounded Locality,24.1815,422024,Kaltjiti (Fregon) (L),422,499 or less,42,Bounded Locality,24.1815,
422028,Karoonda (L),422,200 to 499,42,Bounded Locality,1.8631,422025,Karoonda (L),422,499 or less,42,Bounded Locality,1.8631,
422029,Kersbrook (L),422,200 to 499,42,Bounded Locality,0.7836,422026,Kersbrook (L),422,499 or less,42,Bounded Locality,0.7836,
422031,Leigh Creek (L),422,200 to 499,42,Bounded Locality,12.0316,422027,Leigh Creek (L),422,499 or less,42,Bounded Locality,12.0316,
422032,Lucindale (L),422,200 to 499,42,Bounded Locality,1.5709,422028,Lucindale (L),422,499 or less,42,Bounded Locality,1.5709,
422033,Mimili (L),422,200 to 499,42,Bounded Locality,12.7739,422029,Mimili (L),422,499 or less,42,Bounded Locality,12.7739,
422034,Morgan (L),422,200 to 499,42,Bounded Locality,1.4254,422030,Morgan (L),422,499 or less,42,Bounded Locality,1.4254,
422035,Mount Burr (L),422,200 to 499,42,Bounded Locality,0.4869,422031,Mount Burr (L),422,499 or less,42,Bounded Locality,0.4869,
422036,Mount Torrens (L),422,200 to 499,42,Bounded Locality,0.4266,422032,Mount Torrens (L),422,499 or less,42,Bounded Locality,0.4266,
422037,Mullaquana (L),422,200 to 499,42,Bounded Locality,8.7702,422033,Mullaquana (L),422,499 or less,42,Bounded Locality,8.7702,
422038,Mundulla (L),422,200 to 499,42,Bounded Locality,6.1306,422034,Mundulla (L),422,499 or less,42,Bounded Locality,6.1306,
422039,Myponga (L),422,200 to 499,42,Bounded Locality,0.5196,422035,Myponga (L),422,499 or less,42,Bounded Locality,0.5196,
422040,Nangwarry (L),422,200 to 499,42,Bounded Locality,0.8212,422036,Nangwarry (L),422,499 or less,42,Bounded Locality,0.8212,
422041,Napperby (L),422,200 to 499,42,Bounded Locality,0.5607,422037,Napperby (L),422,499 or less,42,Bounded Locality,0.5607,
422042,Owen (L),422,200 to 499,42,Bounded Locality,1.1107,422038,Owen (L),422,499 or less,42,Bounded Locality,1.1107,
422043,Parham (L),422,200 to 499,42,Bounded Locality,2.3788,422039,Parham (L),422,499 or less,42,Bounded Locality,2.3788,
422044,Penneshaw (L),422,200 to 499,42,Bounded Locality,5.1045,422040,Penneshaw (L),422,499 or less,42,Bounded Locality,5.1045,
422045,Point Turton (L),422,200 to 499,42,Bounded Locality,0.9928,422041,Point Turton (L),422,499 or less,42,Bounded Locality,0.9928,
422046,Port Germein (L),422,200 to 499,42,Bounded Locality,2.7307,422042,Port Germein (L),422,499 or less,42,Bounded Locality,2.7307,
422047,Port Neill (L),422,200 to 499,42,Bounded Locality,1.3671,422043,Port Neill (L),422,499 or less,42,Bounded Locality,1.3718,
422048,Port Victoria (L),422,200 to 499,42,Bounded Locality,1.8514,422044,Port Victoria (L),422,499 or less,42,Bounded Locality,1.8514,
422049,Port Vincent (L),422,200 to 499,42,Bounded Locality,1.5508,422045,Port Vincent (L),422,499 or less,42,Bounded Locality,1.5508,
422051,Saddleworth (L),422,200 to 499,42,Bounded Locality,1.181,422046,Saddleworth (L),422,499 or less,42,Bounded Locality,1.181,
422052,Smoky Bay (L),422,200 to 499,42,Bounded Locality,0.9555,422047,Smoky Bay (L),422,499 or less,42,Bounded Locality,0.9555,
422053,Snowtown (L),422,200 to 499,42,Bounded Locality,1.8749,422048,Snowtown (L),422,499 or less,42,Bounded Locality,1.8749,
422054,Southend (L),422,200 to 499,42,Bounded Locality,1.6618,422049,Southend (L),422,499 or less,42,Bounded Locality,1.6618,
422055,Spalding (L),422,200 to 499,42,Bounded Locality,0.6647,422050,Spalding (L),422,499 or less,42,Bounded Locality,0.6647,
422056,Springton (L),422,200 to 499,42,Bounded Locality,0.5114,422051,Springton (L),422,499 or less,42,Bounded Locality,0.5114,
421037,Stansbury (L),421,500 or more,42,Bounded Locality,1.9356,422052,Stansbury (L),422,499 or less,42,Bounded Locality,1.9456,
422057,Swan Reach (L),422,200 to 499,42,Bounded Locality,2.834,422053,Swan Reach (L),422,499 or less,42,Bounded Locality,2.834,
422058,Tantanoola (L),422,200 to 499,42,Bounded Locality,1.0064,422054,Tantanoola (L),422,499 or less,42,Bounded Locality,1.0064,
422059,Tarpeena (L),422,200 to 499,42,Bounded Locality,2.4325,422055,Tarpeena (L),422,499 or less,42,Bounded Locality,2.4325,
422060,Tintinara (L),422,200 to 499,42,Bounded Locality,1.6862,422056,Tintinara (L),422,499 or less,42,Bounded Locality,1.6862,
422061,Truro (L),422,200 to 499,42,Bounded Locality,2.0074,422057,Truro (L),422,499 or less,42,Bounded Locality,2.0074,
422062,Warooka (L),422,200 to 499,42,Bounded Locality,0.8251,422058,Warooka (L),422,499 or less,42,Bounded Locality,0.8251,
422064,Wilmington (L),422,200 to 499,42,Bounded Locality,11.1378,422059,Wilmington (L),422,499 or less,42,Bounded Locality,11.1378,
422065,Wirrabara (L),422,200 to 499,42,Bounded Locality,3.7449,422060,Wirrabara (L),422,499 or less,42,Bounded Locality,3.7449,
422066,Woomera (L),422,200 to 499,42,Bounded Locality,46.8439,422061,Woomera (L),422,499 or less,42,Bounded Locality,46.8439,
422067,Yahl (L),422,200 to 499,42,Bounded Locality,1.2031,422062,Yahl (L),422,499 or less,42,Bounded Locality,1.2031,
422068,Yalata (L),422,200 to 499,42,Bounded Locality,19.6269,422063,Yalata (L),422,499 or less,42,Bounded Locality,19.6269,
431777,Remainder of State/Territory (SA),431,Remainder of State/Territory,43,Rural Balance,982163.3327,431001,Remainder of State/Territory (SA),431,Remainder of State/Territory,43,Rural Balance,982164.8884,
501001,Perth (WA),501,1 million or more,50,Major Urban,1721.9716,501001,Perth (WA),501,1 million or more,50,Major Urban,1720.3492,
521013,Cardup (L),521,500 or more,52,Bounded Locality,7.1476,501001,Perth (WA),501,1 million or more,50,Major Urban,1720.3492,Amalgamated
521027,Hilbert (L),521,500 or more,52,Bounded Locality,0.7011,501001,Perth (WA),501,1 million or more,50,Major Urban,1720.3492,Amalgamated
511001,Bunbury,511,"50,000 to 99,999",51,Other Urban,120.058,511001,Bunbury,511,"50,000 to 99,999",51,Other Urban,117.4,
512001,Albany,512,"20,000 to 49,999",51,Other Urban,88.3134,512001,Albany,512,"20,000 to 49,999",51,Other Urban,88.4708,
512002,Busselton,512,"20,000 to 49,999",51,Other Urban,105.7464,512002,Busselton,512,"20,000 to 49,999",51,Other Urban,50.0409,
512003,Geraldton,512,"20,000 to 49,999",51,Other Urban,64.5404,512003,Geraldton,512,"20,000 to 49,999",51,Other Urban,64.5403,
512004,Kalgoorlie - Boulder,512,"20,000 to 49,999",51,Other Urban,62.458,512004,Kalgoorlie - Boulder,512,"20,000 to 49,999",51,Other Urban,62.458,
513001,Broome,513,"10,000 to 19,999",51,Other Urban,50.0425,513001,Broome,513,"10,000 to 19,999",51,Other Urban,50.0425,
513002,Esperance,513,"10,000 to 19,999",51,Other Urban,30.0675,513002,Esperance,513,"10,000 to 19,999",51,Other Urban,30.0675,
513003,Karratha,513,"10,000 to 19,999",51,Other Urban,118.8601,513003,Karratha,513,"10,000 to 19,999",51,Other Urban,118.8601,
513004,Port Hedland,513,"10,000 to 19,999",51,Other Urban,108.8326,513004,Port Hedland,513,"10,000 to 19,999",51,Other Urban,108.8326,
514005,Yanchep,514,"5,000 to 9,999",51,Other Urban,13.7668,513005,Yanchep,513,"10,000 to 19,999",51,Other Urban,13.7668,
514001,Collie,514,"5,000 to 9,999",51,Other Urban,19.3391,514001,Collie,514,"5,000 to 9,999",51,Other Urban,19.3391,
514002,Dunsborough,514,"5,000 to 9,999",51,Other Urban,17.835,514002,Dunsborough,514,"5,000 to 9,999",51,Other Urban,17.835,
514003,Margaret River,514,"5,000 to 9,999",51,Other Urban,9.7625,514003,Margaret River,514,"5,000 to 9,999",51,Other Urban,9.9123,
514004,Northam,514,"5,000 to 9,999",51,Other Urban,26.7836,514004,Northam,514,"5,000 to 9,999",51,Other Urban,26.7836,
515001,Augusta,515,"1,000 to 4,999",51,Other Urban,9.7432,515001,Augusta,515,"4,999 or less",51,Other Urban,9.7432,
515002,Binningup,515,"1,000 to 4,999",51,Other Urban,4.1488,515002,Binningup,515,"4,999 or less",51,Other Urban,4.1488,
515003,Bridgetown,515,"1,000 to 4,999",51,Other Urban,4.156,515003,Bridgetown,515,"4,999 or less",51,Other Urban,12.7149,
515004,Bullsbrook,515,"1,000 to 4,999",51,Other Urban,10.6174,515004,Bullsbrook,515,"4,999 or less",51,Other Urban,10.6174,
515005,Capel,515,"1,000 to 4,999",51,Other Urban,4.3728,515005,Capel,515,"4,999 or less",51,Other Urban,4.7239,
515006,Carnarvon,515,"1,000 to 4,999",51,Other Urban,15.7188,515006,Carnarvon,515,"4,999 or less",51,Other Urban,15.7882,
515007,Cowaramup,515,"1,000 to 4,999",51,Other Urban,3.9232,515007,Cowaramup,515,"4,999 or less",51,Other Urban,3.9232,
515008,Dampier,515,"1,000 to 4,999",51,Other Urban,3.5535,515008,Dampier,515,"4,999 or less",51,Other Urban,3.5535,
515009,Denmark,515,"1,000 to 4,999",51,Other Urban,10.4106,515009,Denmark,515,"4,999 or less",51,Other Urban,12.4278,
515010,Derby,515,"1,000 to 4,999",51,Other Urban,22.3537,515010,Derby,515,"4,999 or less",51,Other Urban,22.3537,
515011,Donnybrook,515,"1,000 to 4,999",51,Other Urban,5.842,515011,Donnybrook (WA),515,"4,999 or less",51,Other Urban,5.8926,Name Change
515012,Drummond Cove,515,"1,000 to 4,999",51,Other Urban,1.8117,515012,Drummond Cove,515,"4,999 or less",51,Other Urban,1.8117,
515013,Exmouth,515,"1,000 to 4,999",51,Other Urban,12.164,515013,Exmouth,515,"4,999 or less",51,Other Urban,12.3032,
515014,Fitzroy Crossing,515,"1,000 to 4,999",51,Other Urban,9.3323,515014,Fitzroy Crossing,515,"4,999 or less",51,Other Urban,12.9429,
515015,Harvey,515,"1,000 to 4,999",51,Other Urban,6.2086,515015,Harvey,515,"4,999 or less",51,Other Urban,6.2086,
515016,Jurien Bay,515,"1,000 to 4,999",51,Other Urban,9.6977,515016,Jurien Bay,515,"4,999 or less",51,Other Urban,9.6977,
515017,Kalbarri,515,"1,000 to 4,999",51,Other Urban,4.063,515017,Kalbarri,515,"4,999 or less",51,Other Urban,4.063,
515018,Kambalda West,515,"1,000 to 4,999",51,Other Urban,4.3165,515018,Kambalda West,515,"4,999 or less",51,Other Urban,4.3165,
515019,Katanning,515,"1,000 to 4,999",51,Other Urban,15.8883,515019,Katanning,515,"4,999 or less",51,Other Urban,15.8883,
515020,Kununurra,515,"1,000 to 4,999",51,Other Urban,6.861,515020,Kununurra,515,"4,999 or less",51,Other Urban,6.861,
515021,Little Grove,515,"1,000 to 4,999",51,Other Urban,10.8327,515021,Little Grove,515,"4,999 or less",51,Other Urban,7.0593,
515022,Manjimup,515,"1,000 to 4,999",51,Other Urban,16.1522,515022,Manjimup,515,"4,999 or less",51,Other Urban,16.1522,
515023,Merredin,515,"1,000 to 4,999",51,Other Urban,13.2632,515023,Merredin,515,"4,999 or less",51,Other Urban,13.2632,
515024,Moora,515,"1,000 to 4,999",51,Other Urban,9.7101,515024,Moora,515,"4,999 or less",51,Other Urban,9.7101,
515025,Mount Barker (WA),515,"1,000 to 4,999",51,Other Urban,6.7988,515025,Mount Barker (WA),515,"4,999 or less",51,Other Urban,6.7988,
521041,Mundijong (L),521,500 or more,52,Bounded Locality,20.2061,515026,Mundijong,515,"4,999 or less",51,Other Urban,8.3652,Name Change
515026,Narrogin,515,"1,000 to 4,999",51,Other Urban,13.1274,515027,Narrogin,515,"4,999 or less",51,Other Urban,9.493,
515027,Newman,515,"1,000 to 4,999",51,Other Urban,13.437,515028,Newman,515,"4,999 or less",51,Other Urban,13.437,
515028,Paraburdoo,515,"1,000 to 4,999",51,Other Urban,3.2897,515029,Paraburdoo,515,"4,999 or less",51,Other Urban,3.2897,
515029,Pinjarra,515,"1,000 to 4,999",51,Other Urban,13.9426,515030,Pinjarra,515,"4,999 or less",51,Other Urban,13.9426,
515030,Port Denison - Dongara,515,"1,000 to 4,999",51,Other Urban,12.0089,515031,Port Denison - Dongara,515,"4,999 or less",51,Other Urban,12.0089,
521053,Serpentine (L),521,500 or more,52,Bounded Locality,7.3698,515032,Serpentine,515,"4,999 or less",51,Other Urban,7.6214,Name Change
515031,Tom Price,515,"1,000 to 4,999",51,Other Urban,29.1879,515033,Tom Price,515,"4,999 or less",51,Other Urban,4.0637,
515032,Two Rocks,515,"1,000 to 4,999",51,Other Urban,2.369,515034,Two Rocks,515,"4,999 or less",51,Other Urban,4.3761,
515033,Wagin,515,"1,000 to 4,999",51,Other Urban,9.9953,515035,Wagin,515,"4,999 or less",51,Other Urban,9.9953,
515034,Waroona,515,"1,000 to 4,999",51,Other Urban,4.6771,515036,Waroona,515,"4,999 or less",51,Other Urban,4.6771,
515035,Wickham,515,"1,000 to 4,999",51,Other Urban,1.8722,515037,Wickham,515,"4,999 or less",51,Other Urban,2.6501,
515036,York,515,"1,000 to 4,999",51,Other Urban,17.4141,515038,York,515,"4,999 or less",51,Other Urban,17.4141,
521001,Allanson (L),521,500 or more,52,Bounded Locality,2.3629,521001,Allanson (L),521,500 or more,52,Bounded Locality,2.3629,
521002,Bakers Hill (L),521,500 or more,52,Bounded Locality,12.7966,521002,Bakers Hill (L),521,500 or more,52,Bounded Locality,12.7966,
521003,Beverley (L),521,500 or more,52,Bounded Locality,6.8146,521003,Beverley (L),521,500 or more,52,Bounded Locality,6.8146,
521004,Bidyadanga (La Grange) (L),521,500 or more,52,Bounded Locality,21.5363,521004,Bidyadanga (La Grange) (L),521,500 or more,52,Bounded Locality,21.5363,
521005,Boddington - Ranford (L),521,500 or more,52,Bounded Locality,4.7692,521005,Boddington - Ranford (L),521,500 or more,52,Bounded Locality,4.7692,
521006,Boyanup (L),521,500 or more,52,Bounded Locality,3.3703,521006,Boyanup (L),521,500 or more,52,Bounded Locality,3.3703,
521007,Boyup Brook (L),521,500 or more,52,Bounded Locality,2.6316,521007,Boyup Brook (L),521,500 or more,52,Bounded Locality,2.6316,
521008,Brookton (L),521,500 or more,52,Bounded Locality,3.6598,521008,Brookton (L),521,500 or more,52,Bounded Locality,3.6598,
521009,Bruce Rock (L),521,500 or more,52,Bounded Locality,2.3968,521009,Bruce Rock (L),521,500 or more,52,Bounded Locality,2.3968,
521010,Brunswick (L),521,500 or more,52,Bounded Locality,1.852,521010,Brunswick (L),521,500 or more,52,Bounded Locality,1.8521,
521011,Burekup (L),521,500 or more,52,Bounded Locality,0.8823,521011,Burekup (L),521,500 or more,52,Bounded Locality,0.8823,
521012,Cape Burney (L),521,500 or more,52,Bounded Locality,18.8666,521012,Cape Burney (L),521,500 or more,52,Bounded Locality,18.8666,
521015,Chidlow (L),521,500 or more,52,Bounded Locality,2.4614,521013,Chidlow (L),521,500 or more,52,Bounded Locality,2.4614,
521016,Coolgardie (L),521,500 or more,52,Bounded Locality,6.6901,521014,Coolgardie (L),521,500 or more,52,Bounded Locality,6.6901,
521017,Corrigin (L),521,500 or more,52,Bounded Locality,4.569,521015,Corrigin (L),521,500 or more,52,Bounded Locality,4.569,
521018,Cunderdin (L),521,500 or more,52,Bounded Locality,3.7027,521016,Cunderdin (L),521,500 or more,52,Bounded Locality,3.7026,
521019,Dalwallinu (L),521,500 or more,52,Bounded Locality,4.0529,521017,Dalwallinu (L),521,500 or more,52,Bounded Locality,4.0529,
522018,Dardanup (L),522,200 to 499,52,Bounded Locality,0.7294,521018,Dardanup (L),521,500 or more,52,Bounded Locality,1.0077,
521020,Denham (L),521,500 or more,52,Bounded Locality,1.6937,521019,Denham (L),521,500 or more,52,Bounded Locality,1.6937,
521021,Gabbadah (L),521,500 or more,52,Bounded Locality,65.3491,521020,Gabbadah (L),521,500 or more,52,Bounded Locality,65.3491,
521022,Gingin (L),521,500 or more,52,Bounded Locality,9.4781,521021,Gingin (L),521,500 or more,52,Bounded Locality,9.4781,
521023,Gnarabup - Prevelly (L),521,500 or more,52,Bounded Locality,4.5753,521022,Gnarabup - Prevelly (L),521,500 or more,52,Bounded Locality,4.5753,
521024,Gnowangerup (L),521,500 or more,52,Bounded Locality,3.7885,521023,Gnowangerup (L),521,500 or more,52,Bounded Locality,3.7885,
521026,Halls Creek (L),521,500 or more,52,Bounded Locality,45.1727,521024,Halls Creek (L),521,500 or more,52,Bounded Locality,45.1727,
521028,Hopetoun (L) (WA),521,500 or more,52,Bounded Locality,4.0478,521025,Hopetoun (L) (WA),521,500 or more,52,Bounded Locality,4.0478,
521029,Jarrahdale (L),521,500 or more,52,Bounded Locality,3.0072,521026,Jarrahdale (L),521,500 or more,52,Bounded Locality,3.0072,
521030,Kambalda East (L),521,500 or more,52,Bounded Locality,25.717,521027,Kambalda East (L),521,500 or more,52,Bounded Locality,25.717,
521031,Kellerberrin (L),521,500 or more,52,Bounded Locality,5.2697,521028,Kellerberrin (L),521,500 or more,52,Bounded Locality,5.2697,
521032,Kojonup (L),521,500 or more,52,Bounded Locality,16.7269,521029,Kojonup (L),521,500 or more,52,Bounded Locality,6.5046,
521034,Lancelin (L),521,500 or more,52,Bounded Locality,16.6719,521030,Lancelin (L),521,500 or more,52,Bounded Locality,2.1818,
521035,Leonora (L),521,500 or more,52,Bounded Locality,3.9076,521031,Leonora (L),521,500 or more,52,Bounded Locality,3.9076,
521038,Meekatharra (L),521,500 or more,52,Bounded Locality,1.6174,521032,Meekatharra (L),521,500 or more,52,Bounded Locality,1.6174,
522042,Mount Magnet (L),522,200 to 499,52,Bounded Locality,2.8098,521033,Mount Magnet (L),521,500 or more,52,Bounded Locality,2.8098,
521040,Muchea (L),521,500 or more,52,Bounded Locality,5.7128,521034,Muchea (L),521,500 or more,52,Bounded Locality,5.7128,
521042,Nannup (L),521,500 or more,52,Bounded Locality,2.1325,521035,Nannup (L),521,500 or more,52,Bounded Locality,2.1325,
521043,Norseman (L),521,500 or more,52,Bounded Locality,6.069,521036,Norseman (L),521,500 or more,52,Bounded Locality,6.069,
521044,North Pinjarra (L),521,500 or more,52,Bounded Locality,1.0064,521037,North Pinjarra (L),521,500 or more,52,Bounded Locality,1.0064,
521045,Northampton (L),521,500 or more,52,Bounded Locality,6.7535,521038,Northampton (L),521,500 or more,52,Bounded Locality,6.7535,
521046,Ocean Beach (L),521,500 or more,52,Bounded Locality,2.3995,521039,Ocean Beach (L),521,500 or more,52,Bounded Locality,2.3995,
521047,Onslow (L),521,500 or more,52,Bounded Locality,14.3362,521040,Onslow (L),521,500 or more,52,Bounded Locality,14.3362,
521048,Pannawonica (L),521,500 or more,52,Bounded Locality,27.6086,521041,Pannawonica (L),521,500 or more,52,Bounded Locality,27.6085,
521049,Pemberton (L),521,500 or more,52,Bounded Locality,3.128,521042,Pemberton (L),521,500 or more,52,Bounded Locality,3.128,
522049,Peppermint Grove Beach (L),522,200 to 499,52,Bounded Locality,1.0976,521043,Peppermint Grove Beach (L),521,500 or more,52,Bounded Locality,1.0976,
521050,Pingelly (L),521,500 or more,52,Bounded Locality,11.4302,521044,Pingelly (L),521,500 or more,52,Bounded Locality,11.4302,
521051,Quairading (L),521,500 or more,52,Bounded Locality,2.4964,521045,Quairading (L),521,500 or more,52,Bounded Locality,2.4964,
521052,Roebourne (L),521,500 or more,52,Bounded Locality,4.8744,521046,Roebourne (L),521,500 or more,52,Bounded Locality,4.946,
521054,Southern Cross (L),521,500 or more,52,Bounded Locality,1.9618,521047,Southern Cross (L),521,500 or more,52,Bounded Locality,1.9618,
521055,Toodyay (L),521,500 or more,52,Bounded Locality,3.5888,521048,Toodyay (L),521,500 or more,52,Bounded Locality,3.5888,
521056,Warburton (L),521,500 or more,52,Bounded Locality,21.5057,521049,Warburton (L) (WA),521,500 or more,52,Bounded Locality,21.5057,Name Change
521057,Wongan Hills (L),521,500 or more,52,Bounded Locality,4.1672,521050,Wongan Hills (L),521,500 or more,52,Bounded Locality,4.1672,
521059,Wundowie (L),521,500 or more,52,Bounded Locality,4.5508,521051,Wundowie (L),521,500 or more,52,Bounded Locality,4.5508,
521060,Wyndham (L),521,500 or more,52,Bounded Locality,2.2361,521052,Wyndham (L),521,500 or more,52,Bounded Locality,2.2361,
522001,Balgo (L),522,200 to 499,52,Bounded Locality,10.0087,522001,Balgo (L),522,499 or less,52,Bounded Locality,10.0087,
522002,Balingup (L),522,200 to 499,52,Bounded Locality,2.0994,522002,Balingup (L),522,499 or less,52,Bounded Locality,2.0994,
522003,Bardi (One Arm Point) (L),522,200 to 499,52,Bounded Locality,6.0338,522003,Bardi (One Arm Point) (L),522,499 or less,52,Bounded Locality,6.0338,
522004,Bayulu (L),522,200 to 499,52,Bounded Locality,7.3561,522004,Bayulu (L),522,499 or less,52,Bounded Locality,7.3561,
522005,Beagle Bay (L),522,200 to 499,52,Bounded Locality,11.4045,522005,Beagle Bay (L),522,499 or less,52,Bounded Locality,11.4045,
522006,Bickley (L),522,200 to 499,52,Bounded Locality,1.2823,522006,Bickley (L),522,499 or less,52,Bounded Locality,1.2823,
522007,Bremer Bay (L),522,200 to 499,52,Bounded Locality,1.7403,522007,Bremer Bay (L),522,499 or less,52,Bounded Locality,1.7403,
522008,Broomehill Village (L),522,200 to 499,52,Bounded Locality,8.5923,522008,Broomehill Village (L),522,499 or less,52,Bounded Locality,8.5923,
522009,Bullsbrook - West (L),522,200 to 499,52,Bounded Locality,0.4624,522009,Bullsbrook - West (L),522,499 or less,52,Bounded Locality,0.4624,
522010,Carmel (L),522,200 to 499,52,Bounded Locality,0.9748,522010,Carmel (L),522,499 or less,52,Bounded Locality,0.9748,
522011,Carnamah (L),522,200 to 499,52,Bounded Locality,3.1488,522011,Carnamah (L),522,499 or less,52,Bounded Locality,3.1488,
521014,Cervantes (L),521,500 or more,52,Bounded Locality,9.7872,522012,Cervantes (L),522,499 or less,52,Bounded Locality,9.7872,
522012,Cookernup (L),522,200 to 499,52,Bounded Locality,4.1123,522013,Cookernup (L),522,499 or less,52,Bounded Locality,4.1123,
522013,Coolup (L),522,200 to 499,52,Bounded Locality,2.4795,522014,Coolup (L),522,499 or less,52,Bounded Locality,2.4795,
522014,Coral Bay (L),522,200 to 499,52,Bounded Locality,1.935,522015,Coral Bay (L),522,499 or less,52,Bounded Locality,1.935,
522015,Cranbrook (L),522,200 to 499,52,Bounded Locality,5.7677,522016,Cranbrook (L),522,499 or less,52,Bounded Locality,5.7677,
522016,Cuballing (L),522,200 to 499,52,Bounded Locality,4.5114,522017,Cuballing (L),522,499 or less,52,Bounded Locality,4.5114,
522017,Cue (L),522,200 to 499,52,Bounded Locality,2.5377,522018,Cue (L),522,499 or less,52,Bounded Locality,2.5377,
522019,Darkan (L),522,200 to 499,52,Bounded Locality,1.7807,522019,Darkan (L),522,499 or less,52,Bounded Locality,1.7807,
522020,Djarindjin - Lombadina (L),522,200 to 499,52,Bounded Locality,4738.8698,522020,Djarindjin - Lombadina (L),522,499 or less,52,Bounded Locality,8.1947,(b)
522021,Dowerin (L),522,200 to 499,52,Bounded Locality,1.9583,522021,Dowerin (L),522,499 or less,52,Bounded Locality,1.9583,
522022,Dumbleyung (L),522,200 to 499,52,Bounded Locality,1.7146,522022,Dumbleyung (L),522,499 or less,52,Bounded Locality,1.7146,
522023,Dwellingup (L),522,200 to 499,52,Bounded Locality,1.7374,522023,Dwellingup (L),522,499 or less,52,Bounded Locality,1.7374,
,,,,,,,522024,Goode Beach (L),522,499 or less,52,Bounded Locality,1.1654,New
521025,Goomalling (L),521,500 or more,52,Bounded Locality,3.7858,522025,Goomalling (L),522,499 or less,52,Bounded Locality,3.7858,
522024,Green Head (L),522,200 to 499,52,Bounded Locality,6.4179,522026,Green Head (L),522,499 or less,52,Bounded Locality,6.418,
522025,Greenbushes (L),522,200 to 499,52,Bounded Locality,0.7093,522027,Greenbushes (L),522,499 or less,52,Bounded Locality,0.7093,
522026,Guilderton (L),522,200 to 499,52,Bounded Locality,8.6526,522028,Guilderton (L),522,499 or less,52,Bounded Locality,1.9989,
522027,Herne Hill (L),522,200 to 499,52,Bounded Locality,0.3498,522029,Herne Hill (L),522,499 or less,52,Bounded Locality,0.3498,
522028,Jerramungup (L),522,200 to 499,52,Bounded Locality,4.0427,522030,Jerramungup (L),522,499 or less,52,Bounded Locality,4.0427,
522029,Jigalong (L),522,200 to 499,52,Bounded Locality,14.424,522031,Jigalong (L),522,499 or less,52,Bounded Locality,14.424,
522030,Kalumburu (L),522,200 to 499,52,Bounded Locality,4.0475,522032,Kalumburu (L),522,499 or less,52,Bounded Locality,4.0475,
522031,Kendenup (L),522,200 to 499,52,Bounded Locality,3.3463,522033,Kendenup (L),522,499 or less,52,Bounded Locality,3.3463,
522032,Kiwirrkurra (L),522,200 to 499,52,Bounded Locality,29.5341,522034,Kiwirrkurra (L),522,499 or less,52,Bounded Locality,29.5341,
522033,Kondinin (L),522,200 to 499,52,Bounded Locality,1.9079,522035,Kondinin (L),522,499 or less,52,Bounded Locality,1.9079,
522034,Koorda (L),522,200 to 499,52,Bounded Locality,7.2232,522036,Koorda (L),522,499 or less,52,Bounded Locality,7.2232,
522035,Kulin (L),522,200 to 499,52,Bounded Locality,2.7684,522037,Kulin (L),522,499 or less,52,Bounded Locality,2.7684,
521033,Lake Grace (L),521,500 or more,52,Bounded Locality,1.887,522038,Lake Grace (L),522,499 or less,52,Bounded Locality,1.887,
522036,Laverton (L),522,200 to 499,52,Bounded Locality,11.6931,522039,Laverton (L),522,499 or less,52,Bounded Locality,11.6931,
,,,,,,40.4419,522040,Ledge Point (L),522,499 or less,52,Bounded Locality,1.0592,New
522037,Leeman (L),522,200 to 499,52,Bounded Locality,7.9371,522041,Leeman (L),522,499 or less,52,Bounded Locality,7.9371,
522038,Leinster (L),522,200 to 499,52,Bounded Locality,3.9822,522042,Leinster (L),522,499 or less,52,Bounded Locality,1.9695,
521036,Looma (L),521,500 or more,52,Bounded Locality,,522043,Looma (L),522,499 or less,52,Bounded Locality,40.4419,
